País de residencia	Tipo de dato	Gastos y duración media de los viajes	Periodo	Total
Resto del Mundo	Dato base	Gasto medio diario por persona	2020M04	0
Resto del Mundo	Dato base	Gasto medio diario por persona	2020M03	199
Resto del Mundo	Dato base	Gasto medio diario por persona	2020M02	189
Resto del Mundo	Dato base	Gasto medio diario por persona	2020M01	176
Resto del Mundo	Dato base	Gasto medio diario por persona	2019M12	194
Resto del Mundo	Dato base	Gasto medio diario por persona	2019M11	209
Resto del Mundo	Dato base	Gasto medio diario por persona	2019M10	212
Resto del Mundo	Dato base	Gasto medio diario por persona	2019M09	185
Resto del Mundo	Dato base	Gasto medio diario por persona	2019M08	176
Resto del Mundo	Dato base	Gasto medio diario por persona	2019M07	200
Resto del Mundo	Dato base	Gasto medio diario por persona	2019M06	204
Resto del Mundo	Dato base	Gasto medio diario por persona	2019M05	214
Resto del Mundo	Dato base	Gasto medio diario por persona	2019M04	204
Resto del Mundo	Dato base	Gasto medio diario por persona	2019M03	194
Resto del Mundo	Dato base	Gasto medio diario por persona	2019M02	183
Resto del Mundo	Dato base	Gasto medio diario por persona	2019M01	168
Resto del Mundo	Dato base	Gasto medio diario por persona	2018M12	163
Resto del Mundo	Dato base	Gasto medio diario por persona	2018M11	203
Resto del Mundo	Dato base	Gasto medio diario por persona	2018M10	196
Resto del Mundo	Dato base	Gasto medio diario por persona	2018M09	192
Resto del Mundo	Dato base	Gasto medio diario por persona	2018M08	172
Resto del Mundo	Dato base	Gasto medio diario por persona	2018M07	186
Resto del Mundo	Dato base	Gasto medio diario por persona	2018M06	186
Resto del Mundo	Dato base	Gasto medio diario por persona	2018M05	192
Resto del Mundo	Dato base	Gasto medio diario por persona	2018M04	188
Resto del Mundo	Dato base	Gasto medio diario por persona	2018M03	193
Resto del Mundo	Dato base	Gasto medio diario por persona	2018M02	179
Resto del Mundo	Dato base	Gasto medio diario por persona	2018M01	165
Resto del Mundo	Dato base	Gasto medio diario por persona	2017M12	161
Resto del Mundo	Dato base	Gasto medio diario por persona	2017M11	178
Resto del Mundo	Dato base	Gasto medio diario por persona	2017M10	190
Resto del Mundo	Dato base	Gasto medio diario por persona	2017M09	180
Resto del Mundo	Dato base	Gasto medio diario por persona	2017M08	152
Resto del Mundo	Dato base	Gasto medio diario por persona	2017M07	166
Resto del Mundo	Dato base	Gasto medio diario por persona	2017M06	183
Resto del Mundo	Dato base	Gasto medio diario por persona	2017M05	188
Resto del Mundo	Dato base	Gasto medio diario por persona	2017M04	183
Resto del Mundo	Dato base	Gasto medio diario por persona	2017M03	190
Resto del Mundo	Dato base	Gasto medio diario por persona	2017M02	164
Resto del Mundo	Dato base	Gasto medio diario por persona	2017M01	165
Resto del Mundo	Dato base	Gasto medio diario por persona	2016M12	161
Resto del Mundo	Dato base	Gasto medio diario por persona	2016M11	173
Resto del Mundo	Dato base	Gasto medio diario por persona	2016M10	183
Resto del Mundo	Dato base	Gasto medio diario por persona	2016M09	175
Resto del Mundo	Dato base	Gasto medio diario por persona	2016M08	142
Resto del Mundo	Dato base	Gasto medio diario por persona	2016M07	164
Resto del Mundo	Dato base	Gasto medio diario por persona	2016M06	172
Resto del Mundo	Dato base	Gasto medio diario por persona	2016M05	185
Resto del Mundo	Dato base	Gasto medio diario por persona	2016M04	176
Resto del Mundo	Dato base	Gasto medio diario por persona	2016M03	169
Resto del Mundo	Dato base	Gasto medio diario por persona	2016M02	162
Resto del Mundo	Dato base	Gasto medio diario por persona	2016M01	153
Resto del Mundo	Dato base	Gasto medio diario por persona	2015M12	161
Resto del Mundo	Dato base	Gasto medio diario por persona	2015M11	162
Resto del Mundo	Dato base	Gasto medio diario por persona	2015M10	165
Resto del Mundo	Dato base	Duración media de los viajes	2020M09	7,43
Resto del Mundo	Dato base	Duración media de los viajes	2020M08	8,48
Resto del Mundo	Dato base	Duración media de los viajes	2020M07	8,24
Resto del Mundo	Dato base	Duración media de los viajes	2020M06	5,70
Resto del Mundo	Dato base	Duración media de los viajes	2020M05	0,00
Resto del Mundo	Dato base	Duración media de los viajes	2020M04	0,00
Resto del Mundo	Dato base	Duración media de los viajes	2020M03	6,74
Resto del Mundo	Dato base	Duración media de los viajes	2020M02	6,85
Resto del Mundo	Dato base	Duración media de los viajes	2020M01	7,77
Resto del Mundo	Dato base	Duración media de los viajes	2019M12	7,45
Resto del Mundo	Dato base	Duración media de los viajes	2019M11	6,25
Resto del Mundo	Dato base	Duración media de los viajes	2019M10	6,38
Resto del Mundo	Dato base	Duración media de los viajes	2019M09	7,09
Resto del Mundo	Dato base	Duración media de los viajes	2019M08	7,80
Resto del Mundo	Dato base	Duración media de los viajes	2019M07	7,28
Resto del Mundo	Dato base	Duración media de los viajes	2019M06	6,69
Resto del Mundo	Dato base	Duración media de los viajes	2019M05	6,05
Resto del Mundo	Dato base	Duración media de los viajes	2019M04	5,92
Resto del Mundo	Dato base	Duración media de los viajes	2019M03	6,61
Resto del Mundo	Dato base	Duración media de los viajes	2019M02	7,29
Resto del Mundo	Dato base	Duración media de los viajes	2019M01	7,94
Resto del Mundo	Dato base	Duración media de los viajes	2018M12	9,07
Resto del Mundo	Dato base	Duración media de los viajes	2018M11	6,26
Resto del Mundo	Dato base	Duración media de los viajes	2018M10	6,70
Resto del Mundo	Dato base	Duración media de los viajes	2018M09	6,71
Resto del Mundo	Dato base	Duración media de los viajes	2018M08	7,98
Resto del Mundo	Dato base	Duración media de los viajes	2018M07	7,61
Resto del Mundo	Dato base	Duración media de los viajes	2018M06	7,51
Resto del Mundo	Dato base	Duración media de los viajes	2018M05	6,56
Resto del Mundo	Dato base	Duración media de los viajes	2018M04	6,55
Resto del Mundo	Dato base	Duración media de los viajes	2018M03	6,78
Resto del Mundo	Dato base	Duración media de los viajes	2018M02	7,58
Resto del Mundo	Dato base	Duración media de los viajes	2018M01	8,25
Resto del Mundo	Dato base	Duración media de los viajes	2017M12	8,94
Resto del Mundo	Dato base	Duración media de los viajes	2017M11	7,31
Resto del Mundo	Dato base	Duración media de los viajes	2017M10	7,11
Resto del Mundo	Dato base	Duración media de los viajes	2017M09	7,46
Resto del Mundo	Dato base	Duración media de los viajes	2017M08	8,77
Resto del Mundo	Dato base	Duración media de los viajes	2017M07	8,57
Resto del Mundo	Dato base	Duración media de los viajes	2017M06	7,66
Resto del Mundo	Dato base	Duración media de los viajes	2017M05	6,81
Resto del Mundo	Dato base	Duración media de los viajes	2017M04	6,58
Resto del Mundo	Dato base	Duración media de los viajes	2017M03	6,75
Resto del Mundo	Dato base	Duración media de los viajes	2017M02	8,23
Resto del Mundo	Dato base	Duración media de los viajes	2017M01	8,12
Resto del Mundo	Dato base	Duración media de los viajes	2016M12	8,98
Resto del Mundo	Dato base	Duración media de los viajes	2016M11	7,47
Resto del Mundo	Dato base	Duración media de los viajes	2016M10	7,27
Resto del Mundo	Dato base	Duración media de los viajes	2016M09	7,75
Resto del Mundo	Dato base	Duración media de los viajes	2016M08	9,02
Resto del Mundo	Dato base	Duración media de los viajes	2016M07	8,03
Resto del Mundo	Dato base	Duración media de los viajes	2016M06	8,14
Resto del Mundo	Dato base	Duración media de los viajes	2016M05	7,08
Resto del Mundo	Dato base	Duración media de los viajes	2016M04	6,84
Resto del Mundo	Dato base	Duración media de los viajes	2016M03	7,42
Resto del Mundo	Dato base	Duración media de los viajes	2016M02	8,09
Resto del Mundo	Dato base	Duración media de los viajes	2016M01	8,91
Resto del Mundo	Dato base	Duración media de los viajes	2015M12	8,95
Resto del Mundo	Dato base	Duración media de los viajes	2015M11	8,48
Resto del Mundo	Dato base	Duración media de los viajes	2015M10	7,68
Resto del Mundo	Tasa de variación anual	Gasto total	2020M09	-91,43
Resto del Mundo	Tasa de variación anual	Gasto total	2020M08	-80,11
Resto del Mundo	Tasa de variación anual	Gasto total	2020M07	-81,77
Resto del Mundo	Tasa de variación anual	Gasto total	2020M06	-98,79
Resto del Mundo	Tasa de variación anual	Gasto total	2020M05	-100,00
Resto del Mundo	Tasa de variación anual	Gasto total	2020M04	-100,00
Resto del Mundo	Tasa de variación anual	Gasto total	2020M03	-61,61
Resto del Mundo	Tasa de variación anual	Gasto total	2020M02	-1,69
Resto del Mundo	Tasa de variación anual	Gasto total	2020M01	6,61
Resto del Mundo	Tasa de variación anual	Gasto total	2019M12	1,24
Resto del Mundo	Tasa de variación anual	Gasto total	2019M11	6,52
Resto del Mundo	Tasa de variación anual	Gasto total	2019M10	7,97
Resto del Mundo	Tasa de variación anual	Gasto total	2019M09	4,71
Resto del Mundo	Tasa de variación anual	Gasto total	2019M08	6,28
Resto del Mundo	Tasa de variación anual	Gasto total	2019M07	3,47
Resto del Mundo	Tasa de variación anual	Gasto total	2019M06	6,17
Resto del Mundo	Tasa de variación anual	Gasto total	2019M05	5,50
Resto del Mundo	Tasa de variación anual	Gasto total	2019M04	5,89
Resto del Mundo	Tasa de variación anual	Gasto total	2019M03	12,77
Resto del Mundo	Tasa de variación anual	Gasto total	2019M02	4,58
Resto del Mundo	Tasa de variación anual	Gasto total	2019M01	8,53
Resto del Mundo	Tasa de variación anual	Gasto total	2018M12	20,68
Resto del Mundo	Tasa de variación anual	Gasto total	2018M11	9,27
Resto del Mundo	Tasa de variación anual	Gasto total	2018M10	6,04
Resto del Mundo	Tasa de variación anual	Gasto total	2018M09	-2,41
Resto del Mundo	Tasa de variación anual	Gasto total	2018M08	0,30
Resto del Mundo	Tasa de variación anual	Gasto total	2018M07	-2,53
Resto del Mundo	Tasa de variación anual	Gasto total	2018M06	8,26
Resto del Mundo	Tasa de variación anual	Gasto total	2018M05	3,96
Resto del Mundo	Tasa de variación anual	Gasto total	2018M04	5,31
Resto del Mundo	Tasa de variación anual	Gasto total	2018M03	14,58
Resto del Mundo	Tasa de variación anual	Gasto total	2018M02	11,40
Resto del Mundo	Tasa de variación anual	Gasto total	2018M01	8,63
Resto del Mundo	Tasa de variación anual	Gasto total	2017M12	3,89
Resto del Mundo	Tasa de variación anual	Gasto total	2017M11	9,92
Resto del Mundo	Tasa de variación anual	Gasto total	2017M10	10,56
Resto del Mundo	Tasa de variación anual	Gasto total	2017M09	16,15
Resto del Mundo	Tasa de variación anual	Gasto total	2017M08	16,81
Resto del Mundo	Tasa de variación anual	Gasto total	2017M07	23,80
Resto del Mundo	Tasa de variación anual	Gasto total	2017M06	17,29
Resto del Mundo	Tasa de variación anual	Gasto total	2017M05	14,93
Resto del Mundo	Tasa de variación anual	Gasto total	2017M04	23,60
Resto del Mundo	Tasa de variación anual	Gasto total	2017M03	12,25
Resto del Mundo	Tasa de variación anual	Gasto total	2017M02	21,27
Resto del Mundo	Tasa de variación anual	Gasto total	2017M01	17,21
Resto del Mundo	Tasa de variación anual	Gasto total	2016M12	17,72
Resto del Mundo	Tasa de variación anual	Gasto total	2016M11	10,66
Resto del Mundo	Tasa de variación anual	Gasto total	2016M10	23,52
Resto del Mundo	Tasa de variación anual	Gasto total	2016M09	13,42
Resto del Mundo	Tasa de variación anual	Gasto total	2016M08	4,62
Resto del Mundo	Tasa de variación anual	Gasto total	2016M07	4,72
Resto del Mundo	Tasa de variación anual	Gasto total	2016M06	12,47
Resto del Mundo	Tasa de variación anual	Gasto total	2016M05	11,68
Resto del Mundo	Tasa de variación anual	Gasto total	2016M04	0,35
Resto del Mundo	Tasa de variación anual	Gasto total	2016M03	8,22
Resto del Mundo	Tasa de variación anual	Gasto total	2016M02	9,79
Resto del Mundo	Tasa de variación anual	Gasto total	2016M01	5,85
Resto del Mundo	Tasa de variación anual	Gasto total	2015M12	15,47
Resto del Mundo	Tasa de variación anual	Gasto total	2015M11	21,63
Resto del Mundo	Tasa de variación anual	Gasto total	2015M10	4,51
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2020M09	-23,52
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2020M08	-11,47
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2020M07	-17,23
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2020M06	-47,73
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2020M05	-100,00
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2020M04	-100,00
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2020M03	4,81
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2020M02	-3,25
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2020M01	2,66
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2019M12	-2,50
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2019M11	2,75
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2019M10	2,96
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2019M09	1,50
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2019M08	0,09
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2019M07	3,04
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2019M06	-2,25
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2019M05	3,02
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2019M04	-1,96
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2019M03	-1,80
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2019M02	-1,69
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2019M01	-1,76
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2018M12	2,85
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2018M11	-2,04
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2018M10	-2,67
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2018M09	-3,81
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2018M08	3,00
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2018M07	-0,73
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2018M06	-0,20
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2018M05	-1,42
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2018M04	2,32
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2018M03	1,96
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2018M02	0,43
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2018M01	1,51
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2017M12	-0,44
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2017M11	0,44
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2017M10	1,35
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2017M09	-1,34
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2017M08	4,18
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2017M07	8,51
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2017M06	0,29
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2017M05	-2,22
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2017M04	0,14
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2017M03	2,42
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2017M02	2,98
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2017M01	-1,88
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2016M12	0,28
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2016M11	-5,72
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2016M10	4,75
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2016M09	0,61
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2016M08	-5,97
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2016M07	-4,28
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2016M06	1,32
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2016M05	-0,94
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2016M04	-9,76
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2016M03	-8,93
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2016M02	-5,26
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2016M01	-7,05
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2015M12	3,86
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2015M11	4,68
Resto del Mundo	Tasa de variación anual	Gasto medio por persona	2015M10	-4,19
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2020M09	-27,01
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2020M08	-18,57
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2020M07	-26,89
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2020M06	-38,62
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2020M05	-100,00
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2020M04	-100,00
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2020M03	2,86
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2020M02	2,95
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2020M01	4,90
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2019M12	18,69
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2019M11	2,94
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2019M10	8,15
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2019M09	-3,87
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2019M08	2,38
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2019M07	7,75
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2019M06	9,81
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2019M05	11,66
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2019M04	8,47
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2019M03	0,73
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2019M02	2,24
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2019M01	2,05
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2018M12	1,36
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2018M11	14,42
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2018M10	3,24
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2018M09	6,85
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2018M08	13,17
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2018M07	11,71
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2018M06	1,79
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2018M05	2,30
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2018M04	2,76
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2018M03	1,46
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2018M02	9,09
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2018M01	-0,11
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2017M12	0,05
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2017M11	2,62
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2017M10	3,64
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2017M09	2,56
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2017M08	7,16
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2017M07	1,70
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2017M06	6,51
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2017M05	1,71
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2017M04	4,04
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2017M03	12,50
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2017M02	1,22
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2017M01	7,78
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2016M12	-0,04
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2016M11	7,02
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2016M10	10,66
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2016M09	7,14
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2016M08	-3,75
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2016M07	12,72
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2016M06	3,66
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2016M05	6,47
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2016M04	10,97
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2016M03	1,75
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2016M02	7,88
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2016M01	3,90
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2015M12	8,77
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2015M11	-0,78
Resto del Mundo	Tasa de variación anual	Gasto medio diario por persona	2015M10	2,14
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2020M09	4,78
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2020M08	8,72
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2020M07	13,21
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2020M06	-14,84
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2020M05	-100,00
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2020M04	-100,00
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2020M03	1,89
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2020M02	-6,02
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2020M01	-2,14
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2019M12	-17,85
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2019M11	-0,18
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2019M10	-4,79
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2019M09	5,59
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2019M08	-2,24
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2019M07	-4,37
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2019M06	-10,98
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2019M05	-7,73
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2019M04	-9,62
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2019M03	-2,51
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2019M02	-3,85
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2019M01	-3,73
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2018M12	1,48
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2018M11	-14,39
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2018M10	-5,72
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2018M09	-9,97
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2018M08	-8,99
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2018M07	-11,13
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2018M06	-1,96
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2018M05	-3,63
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2018M04	-0,42
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2018M03	0,49
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2018M02	-7,94
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2018M01	1,61
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2017M12	-0,49
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2017M11	-2,13
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2017M10	-2,21
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2017M09	-3,80
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2017M08	-2,78
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2017M07	6,69
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2017M06	-5,85
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2017M05	-3,87
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2017M04	-3,75
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2017M03	-8,96
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2017M02	1,74
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2017M01	-8,96
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2016M12	0,32
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2016M11	-11,91
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2016M10	-5,34
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2016M09	-6,10
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2016M08	-2,30
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2016M07	-15,08
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2016M06	-2,25
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2016M05	-6,96
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2016M04	-18,68
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2016M03	-10,50
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2016M02	-12,18
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2016M01	-10,54
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2015M12	-4,51
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2015M11	5,50
Resto del Mundo	Tasa de variación anual	Duración media de los viajes	2015M10	-6,20
Alemania	Dato base	Gasto total	2020M09	92,25
Alemania	Dato base	Gasto total	2020M08	328,91
Alemania	Dato base	Gasto total	2020M07	457,08
Alemania	Dato base	Gasto total	2020M06	29,75
Alemania	Dato base	Gasto total	2020M05	0,00
Alemania	Dato base	Gasto total	2020M04	0,00
Alemania	Dato base	Gasto total	2020M03	293,54
Alemania	Dato base	Gasto total	2020M02	581,34
Alemania	Dato base	Gasto total	2020M01	569,78
Alemania	Dato base	Gasto total	2019M12	571,02
Alemania	Dato base	Gasto total	2019M11	619,00
Alemania	Dato base	Gasto total	2019M10	1.190,15
Alemania	Dato base	Gasto total	2019M09	1.312,56
Alemania	Dato base	Gasto total	2019M08	1.297,59
Alemania	Dato base	Gasto total	2019M07	1.406,20
Alemania	Dato base	Gasto total	2019M06	1.289,89
Alemania	Dato base	Gasto total	2019M05	1.031,95
Alemania	Dato base	Gasto total	2019M04	1.029,67
Alemania	Dato base	Gasto total	2019M03	823,61
Alemania	Dato base	Gasto total	2019M02	564,28
Alemania	Dato base	Gasto total	2019M01	550,67
Alemania	Dato base	Gasto total	2018M12	581,64
Alemania	Dato base	Gasto total	2018M11	621,67
Alemania	Dato base	Gasto total	2018M10	1.272,41
Alemania	Dato base	Gasto total	2018M09	1.439,29
Alemania	Dato base	Gasto total	2018M08	1.454,57
Alemania	Dato base	Gasto total	2018M07	1.404,88
Alemania	Dato base	Gasto total	2018M06	1.213,70
Alemania	Dato base	Gasto total	2018M05	1.155,19
Alemania	Dato base	Gasto total	2018M04	892,16
Alemania	Dato base	Gasto total	2018M03	856,06
Alemania	Dato base	Gasto total	2018M02	543,53
Alemania	Dato base	Gasto total	2018M01	541,60
Alemania	Dato base	Gasto total	2017M12	528,64
Alemania	Dato base	Gasto total	2017M11	616,90
Alemania	Dato base	Gasto total	2017M10	1.247,24
Alemania	Dato base	Gasto total	2017M09	1.448,11
Alemania	Dato base	Gasto total	2017M08	1.518,84
Alemania	Dato base	Gasto total	2017M07	1.496,58
Alemania	Dato base	Gasto total	2017M06	1.405,34
Alemania	Dato base	Gasto total	2017M05	1.106,28
